 N , t ,v, alpha, bu 
1.21302E+17,181416375,2.42604E+15,,
1.20628E+17,181564470,2.41256E+15,,
1.19956E+17,181712565,2.39911E+15,,
1.19285E+17,181860660,2.38569E+15,,
1.18616E+17,182008755,2.37232E+15,,
1.17949E+17,182156850,2.35898E+15,,
1.17284E+17,182304945,2.34568E+15,,
1.16621E+17,182453040,2.33242E+15,,
1.1596E+17,182601135,2.31919E+15,,
1.153E+17,182749230,2.306E+15,,
1.14643E+17,182897325,2.29285E+15,,
1.13987E+17,183045420,2.27974E+15,,
1.13334E+17,183193515,2.26667E+15,,
1.12682E+17,183341610,2.25364E+15,,
1.12032E+17,183489705,2.24064E+15,,
1.11385E+17,183637800,2.22769E+15,,
1.10739E+17,183785895,2.21477E+15,,
1.10095E+17,183933990,2.20189E+15,,
1.09453E+17,184082085,2.18906E+15,,
1.08813E+17,184230180,2.17626E+15,,
1.08175E+17,184378275,2.1635E+15,,
1.07539E+17,184526370,2.15078E+15,,
1.06905E+17,184674465,2.1381E+15,,
1.06273E+17,184822560,2.12547E+15,,
1.05644E+17,184970655,2.11287E+15,,
1.05016E+17,185118750,2.10031E+15,,
1.0439E+17,185266845,2.08779E+15,,
1.03766E+17,185414940,2.07532E+15,,
1.03144E+17,185563035,2.06288E+15,,
1.02525E+17,185711130,2.05049E+15,,
1.01907E+17,185859225,2.03814E+15,,
1.01292E+17,186007320,2.02583E+15,,
1.00678E+17,186155415,2.01356E+15,,
1.00067E+17,186303510,2.00133E+15,,
9.94574E+16,186451605,1.98914E+15,,
9.88502E+16,186599700,1.977E+15,,
9.8245E+16,186747795,1.9649E+15,,
9.7642E+16,186895890,1.95284E+15,,
9.70411E+16,187043985,1.94082E+15,,
9.64423E+16,187192080,1.92884E+15,,
9.58456E+16,187340175,1.91691E+15,,
9.5251E+16,187488270,1.90502E+15,,
9.46585E+16,187636365,1.89317E+15,,
9.40682E+16,187784460,1.88136E+15,,
9.34801E+16,187932555,1.8696E+15,,
9.2894E+16,188080650,1.85788E+15,,
9.23101E+16,188228745,1.8462E+15,,
9.17284E+16,188376840,1.83456E+15,,
9.11488E+16,188524935,1.82297E+15,,
9.05714E+16,188673030,1.81142E+15,,
8.99962E+16,188821125,1.79992E+15,,
8.94231E+16,188969220,1.78846E+15,,
8.88522E+16,189117315,1.77704E+15,,
8.82834E+16,189265410,1.76566E+15,,
8.77169E+16,189413505,1.75433E+15,,
8.71525E+16,189561600,1.74305E+15,,
8.65903E+16,189709695,1.7318E+15,,
8.60303E+16,189857790,1.7206E+15,,
8.54725E+16,190005885,1.70945E+15,,
8.49169E+16,190153980,1.69833E+15,,
8.43635E+16,190302075,1.68727E+15,,
8.38123E+16,190450170,1.67624E+15,,
8.32633E+16,190598265,1.66526E+15,,
8.27165E+16,190746360,1.65433E+15,,
8.21719E+16,190894455,1.64343E+15,,
8.16296E+16,191042550,1.63259E+15,,
8.10894E+16,191190645,1.62178E+15,,
8.05515E+16,191338740,1.61103E+15,,
8.00158E+16,191486835,1.60031E+15,,
7.94823E+16,191634930,1.58964E+15,,
7.8951E+16,191783025,1.57902E+15,,
7.8422E+16,191931120,1.56844E+15,,
7.78952E+16,192079215,1.5579E+15,,
7.73706E+16,192227310,1.54741E+15,,
7.68483E+16,192375405,1.53696E+15,,
7.63281E+16,192523500,1.52656E+15,,
7.58103E+16,192671595,1.5162E+15,,
7.52946E+16,192819690,1.50589E+15,,
7.47812E+16,192967785,1.49562E+15,,
7.427E+16,193115880,1.4854E+15,,
7.37611E+16,193263975,1.47522E+15,,
7.32544E+16,193412070,1.46509E+15,,
7.275E+16,193560165,1.455E+15,,
7.22478E+16,193708260,1.44495E+15,,
7.17478E+16,193856355,1.43495E+15,,
7.12501E+16,194004450,1.425E+15,,
7.07546E+16,194152545,1.41509E+15,,
7.02614E+16,194300640,1.40522E+15,,
6.97704E+16,194448735,1.3954E+15,,
6.92816E+16,194596830,1.38563E+15,,
6.87951E+16,194744925,1.3759E+15,,
6.83109E+16,194893020,1.36621E+15,,
6.78289E+16,195041115,1.35657E+15,,
6.73491E+16,195189210,1.34698E+15,,
6.68716E+16,195337305,1.33743E+15,,
6.63963E+16,195485400,1.32792E+15,,
6.59232E+16,195633495,1.31846E+15,,
6.54524E+16,195781590,1.30904E+15,,
6.49838E+16,195929685,1.29967E+15,,
6.45175E+16,196077780,1.29035E+15,,
6.40534E+16,196225875,1.28107E+15,,
6.35916E+16,196373970,1.27183E+15,,
6.31319E+16,196522065,1.26264E+15,,
6.26746E+16,196670160,1.25349E+15,,
6.22194E+16,196818255,1.24439E+15,,
6.17665E+16,196966350,1.23533E+15,,
6.13158E+16,197114445,1.22631E+15,,
6.08674E+16,197262540,1.21734E+15,,
6.04211E+16,197410635,1.20842E+15,,
5.99771E+16,197558730,1.19954E+15,,
5.95354E+16,197706825,1.1907E+15,,
5.90958E+16,197854920,1.18191E+15,,
5.86585E+16,198003015,1.17317E+15,,
5.82234E+16,198151110,1.16446E+15,,
5.77905E+16,198299205,1.15581E+15,,
5.73598E+16,198447300,1.14719E+15,,
5.69313E+16,198595395,1.13862E+15,,
5.65051E+16,198743490,1.1301E+15,,
5.6081E+16,198891585,1.12162E+15,,
5.56591E+16,199039680,1.11318E+15,,
5.52395E+16,199187775,1.10479E+15,,
5.4822E+16,199335870,1.09644E+15,,
5.44068E+16,199483965,1.08813E+15,,
5.39937E+16,199632060,1.07987E+15,,
5.35829E+16,199780155,1.07165E+15,,
5.31742E+16,199928250,1.06348E+15,,
5.27677E+16,200076345,1.05535E+15,,
5.23634E+16,200224440,1.04726E+15,,
5.19612E+16,200372535,1.03922E+15,,
5.15613E+16,200520630,1.03122E+15,,
5.11635E+16,200668725,1.02327E+15,,
5.07679E+16,200816820,1.01535E+15,,
5.03744E+16,200964915,1.00749E+15,,
4.99831E+16,201113010,9.99659E+14,,
4.9594E+16,201261105,9.91877E+14,,
4.9207E+16,201409200,9.84137E+14,,
4.88221E+16,201557295,9.7644E+14,,
4.84395E+16,201705390,9.68786E+14,,
4.80589E+16,201853485,9.61176E+14,,
4.76805E+16,202001580,9.53607E+14,,
4.73042E+16,202149675,9.46082E+14,,
4.69301E+16,202297770,9.38599E+14,,
4.65581E+16,202445865,9.31159E+14,,
4.61882E+16,202593960,9.23761E+14,,
4.58204E+16,202742055,9.16405E+14,,
4.54547E+16,202890150,9.09092E+14,,
4.50911E+16,203038245,9.0182E+14,,
4.47297E+16,203186340,8.94591E+14,,
4.43703E+16,203334435,8.87404E+14,,
4.40131E+16,203482530,8.80259E+14,,
4.36579E+16,203630625,8.73155E+14,,
4.33048E+16,203778720,8.66094E+14,,
4.29538E+16,203926815,8.59074E+14,,
4.26049E+16,204074910,8.52095E+14,,
4.2258E+16,204223005,8.45158E+14,,
4.19132E+16,204371100,8.38262E+14,,
4.15705E+16,204519195,8.31407E+14,,
4.12298E+16,204667290,8.24594E+14,,
4.08912E+16,204815385,8.17821E+14,,
4.05546E+16,204963480,8.11089E+14,,
4.022E+16,205111575,8.04398E+14,,
3.98875E+16,205259670,7.97748E+14,,
3.9557E+16,205407765,7.91139E+14,,
3.92286E+16,205555860,7.84569E+14,,
3.89021E+16,205703955,7.78041E+14,,
3.85777E+16,205852050,7.71552E+14,,
3.82553E+16,206000145,7.65104E+14,,
3.79349E+16,206148240,7.58695E+14,,
3.76165E+16,206296335,7.52327E+14,,
3.73E+16,206444430,7.45998E+14,,
3.69856E+16,206592525,7.39709E+14,,
3.66731E+16,206740620,7.3346E+14,,
3.63626E+16,206888715,7.2725E+14,,
3.60541E+16,207036810,7.21079E+14,,
3.57475E+16,207184905,7.14948E+14,,
3.54429E+16,207333000,7.08856E+14,,
3.51402E+16,207481095,7.02803E+14,,
3.48395E+16,207629190,6.96788E+14,,
3.45407E+16,207777285,6.90812E+14,,
3.42439E+16,207925380,6.84875E+14,,
3.39489E+16,208073475,6.78977E+14,,
3.36559E+16,208221570,6.73117E+14,,
3.33648E+16,208369665,6.67295E+14,,
3.30756E+16,208517760,6.61511E+14,,
3.27883E+16,208665855,6.55765E+14,,
3.25029E+16,208813950,6.50057E+14,,
3.22194E+16,208962045,6.44387E+14,,
3.19378E+16,209110140,6.38754E+14,,
3.1658E+16,209258235,6.33159E+14,,
3.13801E+16,209406330,6.27601E+14,,
3.11041E+16,209554425,6.2208E+14,,
3.08299E+16,209702520,6.16596E+14,,
3.05576E+16,209850615,6.1115E+14,,
3.02871E+16,209998710,6.0574E+14,,
3.00184E+16,210146805,6.00367E+14,,
2.97516E+16,210294900,5.9503E+14,,
2.94866E+16,210442995,5.8973E+14,,
2.92234E+16,210591090,5.84466E+14,,
2.8962E+16,210739185,5.79238E+14,,
2.87024E+16,210887280,5.74046E+14,,
2.84446E+16,211035375,5.6889E+14,,
2.81886E+16,211183470,5.6377E+14,,
2.79344E+16,211331565,5.58685E+14,,
2.76819E+16,211479660,5.53636E+14,,
2.74312E+16,211627755,5.48622E+14,,
2.71823E+16,211775850,5.43643E+14,,
2.69351E+16,211923945,5.387E+14,,
2.66896E+16,212072040,5.33791E+14,,
2.64459E+16,212220135,5.28917E+14,,
2.62039E+16,212368230,5.24077E+14,,
2.59637E+16,212516325,5.19272E+14,,
2.57252E+16,212664420,5.14502E+14,,
2.54883E+16,212812515,5.09765E+14,,
2.52532E+16,212960610,5.05063E+14,,
2.50198E+16,213108705,5.00394E+14,,
2.4788E+16,213256800,4.95759E+14,,
2.4558E+16,213404895,4.91158E+14,,
2.43296E+16,213552990,4.8659E+14,,
2.41028E+16,213701085,4.82055E+14,,
2.38778E+16,213849180,4.77554E+14,,
2.36544E+16,213997275,4.73086E+14,,
2.34326E+16,214145370,4.6865E+14,,
2.32124E+16,214293465,4.64247E+14,,
2.29939E+16,214441560,4.59877E+14,,
2.2777E+16,214589655,4.55539E+14,,
2.25618E+16,214737750,4.51234E+14,,
2.23481E+16,214885845,4.4696E+14,,
2.2136E+16,215033940,4.42719E+14,,
2.19255E+16,215182035,4.38509E+14,,
2.17166E+16,215330130,4.34332E+14,,
2.15093E+16,215478225,4.30185E+14,,
2.13036E+16,215626320,4.2607E+14,,
2.10994E+16,215774415,4.21987E+14,,
2.08968E+16,215922510,4.17934E+14,,
2.06957E+16,216070605,4.13912E+14,,
2.04961E+16,216218700,4.09921E+14,,
2.02981E+16,216366795,4.05961E+14,,
2.01016E+16,216514890,4.02031E+14,,
1.99067E+16,216662985,3.98132E+14,,
1.97132E+16,216811080,3.94263E+14,,
1.95212E+16,216959175,3.90423E+14,,
1.93308E+16,217107270,3.86614E+14,,
1.91418E+16,217255365,3.82835E+14,,
1.89543E+16,217403460,3.79085E+14,,
1.87683E+16,217551555,3.75364E+14,,
1.85837E+16,217699650,3.71673E+14,,
1.84006E+16,217847745,3.68011E+14,,
1.82189E+16,217995840,3.64378E+14,,
1.80387E+16,218143935,3.60773E+14,,
1.78599E+16,218292030,3.57198E+14,,
1.76826E+16,218440125,3.53651E+14,,
1.75067E+16,218588220,3.50132E+14,,
1.73321E+16,218736315,3.46641E+14,,
1.7159E+16,218884410,3.43179E+14,,
1.69873E+16,219032505,3.39745E+14,,
1.68169E+16,219180600,3.36338E+14,,
1.6648E+16,219328695,3.32959E+14,,
1.64804E+16,219476790,3.29607E+14,,
1.63142E+16,219624885,3.26283E+14,,
1.61493E+16,219772980,3.22986E+14,,
1.59858E+16,219921075,3.19716E+14,,
1.58237E+16,220069170,3.16473E+14,,
1.56629E+16,220217265,3.13256E+14,,
1.55034E+16,220365360,3.10066E+14,,
1.53452E+16,220513455,3.06903E+14,,
1.51883E+16,220661550,3.03766E+14,,
1.50328E+16,220809645,3.00655E+14,,
1.48785E+16,220957740,2.97569E+14,,
1.47256E+16,221105835,2.9451E+14,,
1.45739E+16,221253930,2.91477E+14,,
1.44235E+16,221402025,2.88468E+14,,
1.42743E+16,221550120,2.85486E+14,,
1.41265E+16,221698215,2.82528E+14,,
1.39798E+16,221846310,2.79596E+14,,
1.38345E+16,221994405,2.76688E+14,,
1.36903E+16,222142500,2.73806E+14,,
