52.85007736516357, 20961412968814464
57.765988800471554, 60680410541741180
62.461185844806536, 101740002224272130
66.47417477158857, 138154279433988220
70.6878131447097, 177655040756514300
74.90145151783082, 217218155293440400
79.11508989095196, 254692437147959940
84.7332743884468, 303577357237715840
90.0705496610669, 344945250924781200
95.68873415856174, 381626576244655740
101.86873710580605, 412100292664243840
108.04874005305038, 432416103610635900
114.22874300029471, 442812084993360000
120.05760941644562, 443685029994962700
126.25165782493369, 433558867976370400
132.76875184202768, 415115920851598850
138.94875478927202, 391308329898795650
145.12875773651632, 364008958939581300
151.30876068376065, 336074718888292200
157.48876363100499, 307981761563984400
163.66876657824932, 282428280607975680
169.84876952549362, 259255558747247230
176.02877247273796, 238463595981799040
182.2087754199823, 219893675038612600
188.38877836722662, 203228361371650300
194.56878131447093, 188943806799968400
200.74878426171526, 175770273139417200
206.9287872089596, 164183912209053060
213.10879015620392, 154343441281894400
219.28879310344823, 144185535808698500
225.46879605069256, 136408389430782720
231.88957833354382, 128177765129956600
236.70516504568224, 122092091404497020
